Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations,,,
128293,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,4,Not available locally,Others,Taste/flavor preference,More natural ingredients,Vitamins,Yes,No,TV commercials,Innovative bottle design,No,50-99,Local stores,Studying/working late,,,
128294,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,1,Not available locally,Sky 9,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,Online ads,Compact and portable cans,No,100-150,Local stores,Studying/working late,,,
128295,2-3 times a week,Throughout the day,Increased energy and focus,No,Positive,Dangerous,No,3,Health concerns,Bepsi,Other,Other,Caffeine,No,Not Sure,Other,Compact and portable cans,No,50-99,Online retailers,Studying/working late,,,
128296,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,Yes,4,Health concerns,Bepsi,Brand reputation,More natural ingredients,Sugar,No,No,Online ads,Other,No,Above 150,Gyms and fitness centers,Studying/working late,,,
128297,Daily,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,2,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
128298,2-3 times a month,To stay awake during work/study,To enhance sports performance,No,Positive,Effective,Yes,3,Unfamiliar with the brand,Gangster,Other,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128299,Daily,To stay awake during work/study,To enhance sports performance,Yes,Negative,Effective,No,3,Health concerns,Sky 9,Effectiveness,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late,,,
128300,2-3 times a month,Before exercise,To boost performance,Yes,Negative,Not sure,No,3,Not available locally,Others,Other,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Other,Not Sure,100-150,Local stores,Studying/working late,,,
128301,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Dangerous,No,3,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late,,,
128302,Rarely,Throughout the day,To boost performance,No,Negative,Not sure,No,4,Unfamiliar with the brand,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late,,,
128303,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Collectible packaging,No,100-150,Local stores,Studying/working late,,,
128304,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,2,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late,,,
128305,Daily,Before exercise,To enhance sports performance,No,Negative,Effective,Yes,5,Not interested in energy drinks,Gangster,Brand reputation,Reduced sugar content,Vitamins,No,No,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128306,2-3 times a week,Throughout the day,To enhance sports performance,Yes,Positive,Not sure,No,4,Health concerns,Gangster,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128307,2-3 times a week,For mental alertness,To combat fatigue,Yes,Neutral,Not sure,Yes,4,Health concerns,Cola-Coka,Other,More natural ingredients,Caffeine,No,No,Other,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128308,2-3 times a week,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Not available locally,Bepsi,Availability,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Online retailers,Studying/working late,,,
128309,2-3 times a month,Throughout the day,To boost performance,No,Positive,Healthy,Yes,2,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Guarana,Yes,No,Print media,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late,,,
128310,Rarely,To stay awake during work/study,Other,No,Negative,Effective,No,2,Health concerns,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,100-150,Online retailers,Studying/working late,,,
128311,2-3 times a week,For mental alertness,To enhance sports performance,No,Positive,Healthy,No,1,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
128312,Daily,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,No,5,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late,,,
128313,2-3 times a month,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,4,Other,Sky 9,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
128314,2-3 times a month,Before exercise,To combat fatigue,No,Positive,Dangerous,Yes,5,Not available locally,Blue Bull,Other,Wider range of flavors,Caffeine,No,No,Outdoor billboards,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Studying/working late,,,
128315,Rarely,Before exercise,To enhance sports performance,No,Neutral,Not sure,Yes,5,Other,Cola-Coka,Availability,Reduced sugar content,Guarana,Yes,No,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
128316,Rarely,To stay awake during work/study,To combat fatigue,No,Positive,Effective,Yes,3,Not available locally,Cola-Coka,Other,Healthier alternatives,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late,,,
128317,Daily,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,No,1,Health concerns,Cola-Coka,Brand reputation,Other,Sugar,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Studying/working late,,,
128318,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Effective,Yes,3,Not available locally,Others,Effectiveness,Wider range of flavors,Vitamins,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128319,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Healthy,Yes,5,Unfamiliar with the brand,Sky 9,Other,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Other,Studying/working late,,,
128320,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Not sure,No,4,Unfamiliar with the brand,Blue Bull,Taste/flavor preference,More natural ingredients,Sugar,No,Yes,TV commercials,Collectible packaging,No,100-150,Local stores,Studying/working late,,,
128321,Rarely,To stay awake during work/study,To boost performance,Yes,Neutral,Healthy,Yes,2,Unfamiliar with the brand,Others,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,Above 150,Online retailers,Studying/working late,,,
128322,Daily,Before exercise,To boost performance,Yes,Positive,Not sure,No,1,Unfamiliar with the brand,Sky 9,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128323,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Other,Bepsi,Other,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late,,,
128324,Daily,Before exercise,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Health concerns,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Yes,Print media,Compact and portable cans,Not Sure,100-150,Online retailers,Studying/working late,,,
128325,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Other,Sky 9,Other,Healthier alternatives,Guarana,Yes,No,Online ads,Innovative bottle design,Yes,Below 50,Gyms and fitness centers,Studying/working late,,,
128326,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Health concerns,Gangster,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128327,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,3,Not available locally,Bepsi,Availability,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Online retailers,Studying/working late,,,
128328,Rarely,For mental alertness,To combat fatigue,No,Negative,Effective,No,2,Not interested in energy drinks,Sky 9,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Online retailers,Studying/working late,,,
128329,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Collectible packaging,Yes,50-99,Online retailers,Studying/working late,,,
128330,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Not sure,Yes,4,Other,Sky 9,Availability,Wider range of flavors,Guarana,No,No,Outdoor billboards,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late,,,
128331,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Negative,Not sure,Yes,2,Not available locally,Gangster,Availability,Reduced sugar content,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Studying/working late,,,
128332,2-3 times a week,Before exercise,Other,Yes,Positive,Not sure,Yes,3,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,No,Online ads,Other,Not Sure,100-150,Online retailers,Studying/working late,,,
128333,Once a week,Throughout the day,To boost performance,No,Positive,Not sure,No,4,Unfamiliar with the brand,Gangster,Other,Reduced sugar content,Caffeine,Yes,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late,,,
128334,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Healthy,Yes,2,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Print media,Innovative bottle design,No,100-150,Other,Studying/working late,,,
128335,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,No,2,Health concerns,Bepsi,Other,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Studying/working late,,,
128336,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,Yes,4,Not available locally,CodeX,Brand reputation,Wider range of flavors,Sugar,No,Not Sure,TV commercials,Eco-friendly design,Yes,100-150,Online retailers,Studying/working late,,,
128337,Rarely,For mental alertness,To enhance sports performance,No,Neutral,Effective,No,5,Unfamiliar with the brand,Bepsi,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128338,2-3 times a month,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,5,Not interested in energy drinks,Gangster,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,Online ads,Collectible packaging,No,Above 150,Supermarkets,Studying/working late,,,
128339,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,Yes,No,Other,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late,,,
128340,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Guarana,No,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128341,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,Yes,3,Not interested in energy drinks,Sky 9,Other,More natural ingredients,Sugar,No,Not Sure,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late,,,
128342,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,1,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Studying/working late,,,
128343,Rarely,To stay awake during work/study,To combat fatigue,No,Negative,Effective,Yes,5,Unfamiliar with the brand,Cola-Coka,Other,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Other,Yes,50-99,Supermarkets,Studying/working late,,,
128344,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Neutral,Healthy,Yes,1,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128345,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,3,Unfamiliar with the brand,Bepsi,Effectiveness,Reduced sugar content,Caffeine,Yes,Not Sure,Other,Compact and portable cans,No,Below 50,Gyms and fitness centers,Studying/working late,,,
128346,Rarely,To stay awake during work/study,Other,No,Neutral,Dangerous,Yes,1,Not interested in energy drinks,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Other,No,100-150,Supermarkets,Studying/working late,,,
128347,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late,,,
128349,Rarely,Before exercise,To boost performance,Yes,Positive,Effective,No,4,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Other,No,50-99,Local stores,Studying/working late,,,
128350,Daily,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,Yes,5,Health concerns,Cola-Coka,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Collectible packaging,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
128351,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Not sure,Yes,5,Other,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
128352,Daily,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,No,5,Other,Bepsi,Brand reputation,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
128353,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,Yes,4,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Yes,Other,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late,,,
128354,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Health concerns,Blue Bull,Availability,Wider range of flavors,Guarana,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
128355,2-3 times a week,Throughout the day,Other,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Sky 9,Brand reputation,Reduced sugar content,Vitamins,No,No,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128356,Once a week,Before exercise,Other,No,Neutral,Effective,Yes,2,Other,Sky 9,Taste/flavor preference,Reduced sugar content,Guarana,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128357,Rarely,Throughout the day,Other,Yes,Negative,Dangerous,No,2,Not available locally,Sky 9,Effectiveness,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128358,Once a week,Before exercise,Other,No,Positive,Dangerous,No,4,Health concerns,Blue Bull,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Outdoor billboards,Collectible packaging,No,Below 50,Online retailers,Studying/working late,,,
128359,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Healthy,No,4,Other,Sky 9,Other,Reduced sugar content,Caffeine,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Online retailers,Studying/working late,,,
128360,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Healthy,Yes,5,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Collectible packaging,No,50-99,Online retailers,Studying/working late,,,
128361,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Healthy,No,3,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Vitamins,No,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
128362,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Not sure,No,2,Unfamiliar with the brand,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late,,,
128363,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
128364,Rarely,For mental alertness,To boost performance,No,Neutral,Effective,Yes,3,Not available locally,Gangster,Effectiveness,Healthier alternatives,Vitamins,No,No,Other,Innovative bottle design,Yes,Above 150,Online retailers,Studying/working late,,,
128365,Rarely,Before exercise,Other,No,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Other,More natural ingredients,Guarana,No,Yes,Online ads,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late,,,
128366,2-3 times a month,Before exercise,To boost performance,No,Neutral,Dangerous,Yes,4,Other,CodeX,Effectiveness,Healthier alternatives,Caffeine,No,No,Online ads,Eco-friendly design,Not Sure,50-99,Online retailers,Studying/working late,,,
128367,2-3 times a week,For mental alertness,To combat fatigue,No,Negative,Effective,No,1,Not available locally,Cola-Coka,Availability,More natural ingredients,Guarana,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128368,2-3 times a month,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,2,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Other,Studying/working late,,,
128369,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
128370,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Local stores,Studying/working late,,,
128371,Once a week,Throughout the day,To enhance sports performance,No,Neutral,Not sure,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Sugar,Yes,Yes,TV commercials,Collectible packaging,Not Sure,Above 150,Supermarkets,Studying/working late,,,
128372,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,4,Not available locally,Gangster,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Print media,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late,,,
128373,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,2,Not available locally,Cola-Coka,Effectiveness,Reduced sugar content,Guarana,No,Yes,Other,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late,,,
128374,Once a week,To stay awake during work/study,To boost performance,Yes,Positive,Healthy,No,5,Not interested in energy drinks,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
128375,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,5,Not interested in energy drinks,Gangster,Brand reputation,Other,Caffeine,No,No,Print media,Innovative bottle design,Yes,50-99,Other,Studying/working late,,,
128376,Daily,Throughout the day,Increased energy and focus,No,Neutral,Healthy,Yes,3,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,Yes,50-99,Online retailers,Studying/working late,,,
128377,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Dangerous,No,3,Not available locally,Blue Bull,Taste/flavor preference,Healthier alternatives,Caffeine,No,No,Outdoor billboards,Collectible packaging,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128378,Daily,Throughout the day,To combat fatigue,Yes,Neutral,Effective,No,3,Health concerns,CodeX,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late,,,
128379,Daily,For mental alertness,Increased energy and focus,No,Positive,Not sure,Yes,2,Not available locally,Blue Bull,Availability,Reduced sugar content,Caffeine,Yes,No,Print media,Other,Not Sure,100-150,Online retailers,Studying/working late,,,
128380,Once a week,For mental alertness,Other,Yes,Neutral,Dangerous,Yes,4,Not available locally,CodeX,Brand reputation,Healthier alternatives,Caffeine,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late,,,
128381,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,No,2,Unfamiliar with the brand,Gangster,Availability,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
128382,Once a week,To stay awake during work/study,Other,No,Positive,Effective,No,5,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Studying/working late,,,
128383,2-3 times a week,For mental alertness,Increased energy and focus,No,Negative,Effective,Yes,4,Not interested in energy drinks,Sky 9,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128384,2-3 times a month,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Other,Cola-Coka,Other,Other,Sugar,No,Yes,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late,,,
128385,Daily,Before exercise,To enhance sports performance,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Gangster,Effectiveness,More natural ingredients,Caffeine,No,No,TV commercials,Eco-friendly design,No,50-99,Local stores,Studying/working late,,,
128386,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Effective,No,4,Not available locally,Bepsi,Other,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128387,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,4,Not available locally,Sky 9,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Other,Innovative bottle design,Not Sure,100-150,Online retailers,Studying/working late,,,
128388,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,3,Not available locally,Gangster,Brand reputation,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,No,100-150,Supermarkets,Studying/working late,,,
128389,2-3 times a month,For mental alertness,To combat fatigue,Yes,Positive,Healthy,No,3,Unfamiliar with the brand,Gangster,Taste/flavor preference,Wider range of flavors,Vitamins,No,No,TV commercials,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128390,Daily,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,4,Other,Blue Bull,Taste/flavor preference,More natural ingredients,Guarana,No,Yes,Other,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late,,,
128391,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,5,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,No,Not Sure,Online ads,Other,No,Below 50,Gyms and fitness centers,Studying/working late,,,
128392,2-3 times a week,Throughout the day,To combat fatigue,No,Neutral,Healthy,Yes,3,Not available locally,Gangster,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late,,,
128393,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Health concerns,Sky 9,Availability,Wider range of flavors,Sugar,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late,,,
128394,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Gangster,Brand reputation,Healthier alternatives,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
128395,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,Yes,2,Other,Gangster,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,TV commercials,Other,Yes,50-99,Supermarkets,Studying/working late,,,
128396,Once a week,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Other,More natural ingredients,Sugar,No,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late,,,
128397,Daily,Throughout the day,Other,No,Negative,Not sure,No,4,Unfamiliar with the brand,Others,Taste/flavor preference,More natural ingredients,Vitamins,No,Not Sure,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late,,,
128399,Once a week,For mental alertness,To combat fatigue,No,Neutral,Healthy,Yes,4,Not available locally,Bepsi,Other,More natural ingredients,Guarana,No,Yes,Online ads,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
128400,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,Yes,3,Not available locally,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,No,Print media,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
128401,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,No,2,Not interested in energy drinks,Cola-Coka,Effectiveness,Healthier alternatives,Guarana,Yes,Yes,Outdoor billboards,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
128402,2-3 times a week,For mental alertness,To boost performance,Yes,Negative,Effective,No,3,Not available locally,Gangster,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,No,Online ads,Eco-friendly design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
128403,2-3 times a week,Throughout the day,To boost performance,No,Neutral,Healthy,No,3,Not available locally,Bepsi,Other,Wider range of flavors,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,No,50-99,Online retailers,Studying/working late,,,
128404,Rarely,Before exercise,Increased energy and focus,No,Positive,Healthy,Yes,3,Not available locally,Blue Bull,Brand reputation,Healthier alternatives,Caffeine,No,No,TV commercials,Other,Yes,50-99,Gyms and fitness centers,Studying/working late,,,
128405,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,Yes,3,Unfamiliar with the brand,Cola-Coka,Effectiveness,More natural ingredients,Sugar,Yes,No,Other,Eco-friendly design,Yes,100-150,Local stores,Studying/working late,,,
128406,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,No,TV commercials,Collectible packaging,No,100-150,Supermarkets,Studying/working late,,,
